,RecipeId,Name,CookTime,PrepTime,TotalTime,Description,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
49,150820,Nothing Left in the Kitchen Tenderloins,PT15M,PT30M,PT45M,"My Grandfather was a cook in the army in WWII.  One day his supply shipment was late by a day and he had an entire camp to feed with nothing but eggs, huge slab of pork, and saltine crackers.  He came up with this recipe and it is truly OUT OF THIS WORLD!!",Pork,"c(""Meat"", ""< 60 Mins"", ""Easy"")","c(""1"", ""6"", ""6 -8"", ""1 -4"")","""eggs""",724.0,42.3,6.3,158.6,1124.5,71.2,3.0,0.7,13.9,,,"c(""Cut the tenderloins in half."", ""Use a meat tenderizing hammer to flatten each half into thin tenderloins."", ""The thinner the better."", ""Whisk the eggs in a medium sized mixing bowl."", ""Crush the 2 packages of saltine crackers (you may need more as time goes on) in another medium sized mixing bowl."", ""They should be crushed into a fine almost powder."", ""Dip the tenderloins into the eggs, then into the crushed saltines."", ""The tenderloin should be completely covered in egg and saltines."", ""Fill an open skillet (electric skillet is preferred, but a skillet on the stove will work too) with enough oil so that it is half way up the tenderloins when they are placed in the skillet."", 
""Preheat the skillet to 325-350°F."", ""Fry each tenderloin (both sides) until golden brown."", ""Serve on large buns or plain."", ""They are GREAT with sweet onions and ketchup."")"
50,388317,Bulgogi Miso Sauce,PT10M,PT0S,PT10M,"I make and keep many sauces in the refrigerator for quick grilling and stir frying.  This sauce will keep for 1 month in the refrigerator.  If you do not have mirin, increase sake to 6 T and sugar to 1/4 C sugar plus about 1 1/2 T sugar. This bulgogi sauce works great with grilling meats.  Use as marinade and grill.",Sauces,"c(""Japanese"", ""Korean"", ""Asian"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Easy"")","c(""1/2"", ""1/4"", ""4"", ""3"", ""3"", ""3"", ""1"", ""1/2"", ""1/2"", NA)","c(""soy sauce"", ""sugar"", ""miso"", ""mirin"", ""sake"", ""sherry wine"", ""water"", ""honey"", ""garlic"", ""pepper"")",562.6,4.1,0.8,0.0,10784.8,99.3,4.9,74.4,23.6,,1 C,"c(""Place all ingredients in a small pan."", ""Cook for 10 minutes at simmer."", ""Place in a container at keep in refrigerator for use.  Will keep for 1 month."")"
51,356191,Green Herb &amp; Mustard Sauce for Fish,,PT10M,PT10M,Make and share this Green Herb &amp; Mustard Sauce for Fish recipe from Food.com.,Sauces,"c(""European"", ""Kid Friendly"", ""Savory"", ""< 15 Mins"", ""Easy"", ""Inexpensive"")","c(""4"", ""4"", ""4"", ""4"", ""3"")","c(""tarragon"", ""flat leaf parsley"", ""Dijon mustard"", ""white wine vinegar"", ""olive oil"")",108.3,10.7,1.5,0.0,61.2,3.0,0.6,0.2,1.4,4.0,,"""Put all the other ingredients in a small food processor and whizz until smooth (if it's too thick, add a splash of water)."""
52,164576,Homemade Steak Sauce,,PT5M,PT5M,Make and share this Homemade Steak Sauce recipe from Food.com.,Sauces,"c(""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Beginner Cook"", ""Easy"")","c(""1"", ""4"", ""1/4"", ""1"", NA, ""1"", ""1"")","c(""honey"", ""soy sauce"", ""lemon juice"", ""sweet basil"", ""oregano"")",845.3,27.4,4.1,0.0,8050.9,149.1,1.6,141.1,15.8,,1/2 cup,"c(""Mix all ingredients together."", ""Shake well."")"
53,122129,German Red Berry Sauce or Coulis (Rote Gr&uuml;tze),PT2H,PT20M,PT2H20M,"I found this recipe in a German cookbook, cannot even remember which one. I needed a recipe to use up all the red currants my mother has growing in the yard.I got tired of making jam. Since many of the berries mature at different times of the year some have to be used frozen or from a jar. It would depend on which time the year you make this, but you can use either or.  This is great with pancakes, vanilla ice cream, pound cake etc.",Sauces,"c(""Dessert"", ""Raspberries"", ""Strawberry"", ""Cherries"", ""Berries"", ""Fruit"", ""German"", ""European"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Brunch"", ""< 4 Hours"")","c(""1"", ""1/2"", ""1/2"", ""4"", ""1"", ""1"", ""2"", ""1"")","c(""red currants"", ""black currants"", ""raspberries"", ""water"", ""strawberry"", ""cherries"", ""cornstarch"", ""sugar"")",183.7,0.3,0.0,0.0,4.1,46.7,2.5,39.4,0.9,,6 cups,"c(""Rinse and remove stems from currents and raspberries."", ""In a medium pot add 2 cups of water. Add the currents and raspberries. Bring to boil and take pot off the heat and set aside to draw the juice and cool slightly, about 1 hour."", ""In the meantime wash, half and seed the cherries. Wash, hull, and half or quarter strawberries."", ""Go back to current, raspberry and water mixture and pour and stir through a metal sieve into a  4 cup measuring cup. (Remove about 1/4 cup of juice to mix with the cornstarch later)."", 
""To the juice add water to make up to 4 cups liquid. Pour into a sauce pan. Add sugar and start heating over medium heat bring to boil."", ""Stir the corn starch into the 1/4 cup of juice until well mixed and not lumpy. Stir into juice to thicken bring to rolling boil for 1 minute."", ""Carefully fold the cherries and strawberries into the sauce. Pour into glass bowl."", ""So that no skin forms, sprinkle with more sugar. Let cool. Then serve with ice cream or what ever you like. Enjoy."")"
54,455051,3 Finadene Sauces (Guam),,PT5M,PT5M,"Adapted from Barbecue USA.  The soy and vinegar sauce is traditionally served with chicken and pork, the coconut sauce with seafood and poultry, and the lemon sauce with fish.  Note on the yield: the coconut and lemon sauces each make 1 1/2 cups; the soy and vinegar makes 1 cup.",Sauces,"c(""Low Protein"", ""Vegan"", ""< 15 Mins"", ""No Cook"")","c(""1"", ""2 -6"", ""1/2"", ""1/4"", ""1"", ""4"", ""1"", ""3 -4"", NA, NA, ""1"", ""2 -6"", ""1"", ""1"", ""1/2"", ""1"", ""4"", ""2 -6"")","c(""onion"", ""soy sauce"", ""distilled white vinegar"", ""unsweetened coconut milk"", ""garlic cloves"", ""fresh ginger"", ""fresh lemon juice"", ""coarse salt"", ""fresh ground black pepper"", ""onion"", ""fresh lemon juice"", ""coarse salt"", ""cold water"", ""onion"", ""garlic cloves"")",503.1,33.1,28.7,0.0,10048.7,45.6,5.7,15.0,16.9,,1 1/2 cups,"c(""To make the soy and vinegar finadene: place the onion in a non-reactive bowl."", ""Add remaining ingredients and stir to mix."", ""This will keep, tightly covered, in the refrigerator for several days."", ""To make the coconut finadene: Combine the coconut milk, garlic, ginger, and lemon juice in a non-reactive bowl and stir to mix."", ""Add the onions, jalapenos, salt and pepper."", ""This can be made several hours ahead."", ""To make the lemon finadene: combine the lemon juice, salt and water in a non-reactive bowl."", 
""Whisk until the salt dissolves."", ""Stir in remaining ingredients."", ""This can be covered and refrigerated for several days."")"
55,97407,No Fry Chicken Parmesan,PT30M,PT10M,PT40M,Make and share this No Fry Chicken Parmesan recipe from Food.com.,Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""< 60 Mins"", ""Easy"")","c(""4"", ""1"", ""3/4"", ""1"", ""1"")","c(""boneless skinless chicken breast halves"", ""egg"", ""mozzarella cheese"")",318.4,10.2,4.8,143.7,665.5,16.1,1.1,1.7,38.2,4.0,,"c(""Preheat oven to 400 degrees."", ""Dip chicken in egg, then bread crumbs, coating well."", ""In 13x9 inch glass baking dish, arrange chicken, bake uncovered 20 minutes."", ""Pour pasta sauce over chicken: then top with cheese, bake an additional 10 minutes or until chicken is no longer pink."", ""Serve over hot cooked pasta."")"
56,88887,Grilled Stuffed Chicken,PT30M,PT20M,PT50M,"This is something that you'd find a in 5 star restaurant. Takes a little work to put together, but, OMG, IT IS WORTH IT!",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""< 60 Mins"")","c(""4"", ""1"", ""8 -10"", ""4"", ""1"", ""4"", ""3"", ""1"", ""1"", ""1"")","c(""chicken breasts"", ""green onions"", ""garlic"", ""mushrooms"", ""mozzarella cheese"", ""olive oil"", ""red wine vinegar"", ""basil"", ""oregano"")",454.6,30.3,9.1,115.6,280.1,6.7,1.9,2.8,38.6,4.0,,"c(""Cut a deep pocket into the side of each breast, set aside."", ""Saute red peppers, onions, garlic& mushrooms in a little olive oil until soft."", ""Open the pocket in the chicken and place vegetable mixture and mozzarella cheese slices (save a little of vegetable mixture to add to marinade)."", ""Secure with toothpicks."", ""Prepare marinade and coat chicken with marinade, let sit for at least 20 minutes."", ""Cook on grill (about 10 minutes)."")"
57,241889,Chicken Skewers With Peanut Sauce,PT10M,PT15M,PT25M,"These skewers are fun and foolproof. Plus, the peanut marinade is a chinch. From &quot;Food and Family.&quot;",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""High Protein"", ""High In..."", ""< 30 Mins"", ""Beginner Cook"", ""Easy"")","c(""1"", ""3"", ""1"", ""1"", ""2"", ""1/4"")","c(""peanut butter"", ""soy sauce"", ""boneless skinless chicken breast"", ""green onion"")",651.6,49.6,7.1,65.8,1134.2,18.9,3.2,12.5,37.0,4.0,,"c(""Mix dressing, peanut butter and soy sauce in a large bowl until well blended."", ""Add chicken."", ""Toss to coat."", ""Cover and refrigerate for 10 minutes, to marinade."", ""Preheat broiler or barbecue."", ""Remove chicken from marinade. Discard marinade."", ""Thread chicken evenly onto 8 soaked wooden or metal skewers."", ""Cook on barbecue about 4 minutes on each side, or."", ""Place on rack in broiler pan."", ""Broil 4 to 6 inches from heat, on each side or until cooked through."", ""Serve sprinkled with peanuts and onions."", 
""The skewers are good when served with cooked rice and a tossed green salad."")"
58,82436,Chicken Noodle Soup,PT45M,PT30M,PT1H15M,"Fantastic homemade chicken soup recipe, slightly modified from long-time Houston-area broadcaster, Ron Stone. Feeds a crowd, and delicious with hot buttered cornbread!",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Stove Top"", ""< 4 Hours"")","c(""3"", ""1"", ""1"", ""1"", ""1"", ""10 -12"", ""2"", ""4"", ""1"", ""1"", NA, NA, NA, NA)","c(""chicken breasts"", ""celery"", ""carrot"", ""onion"", ""seasoning salt"", ""black peppercorns"", ""chicken bouillon cubes"", ""onion"", ""dried parsley"", ""seasoning salt"", ""black pepper"", ""red pepper flakes"")",403.7,17.8,5.0,104.8,873.8,29.3,1.3,1.9,30.4,,,"c(""Simmer chicken, celery, carrot, onion, peppercorns and 1 T."", ""seasoned salt in large dutch oven, in about 4 quarts of water until chicken begins to fall apart."", ""Remove chicken from pot; let cool."", ""DO NOT DISCARD BROTH."", ""Remove skin and bones from chicken and discard; shred meat into bite-sized pieces."", ""Set aside."", ""Strain the veggies from the broth, pressing as much of the liquid from them as possible, through the strainer, back into the pot."", ""Bring broth to a boil."", ""Cook noodles in boiling broth for 6 minutes."", 
""Lower heat, and add bouillon cubes, stirring to mix well."", ""Add undiluted chicken soup, stirring gently to dissolve lumps, but try not to break noodles too much."", ""Add the shredded chicken, minced onion, and remaining seasonings to taste."")"
59,180462,Herbed Chicken Breast Paprika,PT20M,PT5M,PT25M,Great low cal way to get a nice piece of chicken with a super sauce! Quick to do on the stove for dinner in a hurry.,Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Hungarian"", ""European"", ""Very Low Carbs"", ""Healthy"", ""Winter"", ""< 30 Mins"", ""Beginner Cook"", ""Stove Top"", ""Easy"")","c(""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2"", ""1/4"")","c(""chicken broth"", ""dill weed"", ""onion powder"", ""garlic powder"", ""chicken cutlet"", ""tomato sauce"", ""paprika"", ""plain yogurt"")",153.7,2.4,0.8,67.8,311.8,3.1,0.6,1.7,28.4,4.0,,"c(""In a large skillet, combine broth, dill, onion and garlic powders."", ""Add chicken."", ""Bring to a boil."", ""Cover, reduce heat and simmer until chicken is cooked through, about 10 minutes."", ""With slotted spoon, remove chicken to serving platter and keep warm."", ""Continue cooking remaining liquid in skillet until reduced to about 1/2 cup."", ""Stir in tomato sauce and paprika."", ""Heat until hot."", ""Stir in yogurt."", ""Spoon sauce over chicken."")"
60,255123,Cilantro Potatoes,PT20M,PT10M,PT30M,"you can easily impress your friends with this very delicious and quick recipe,can be a side dish or a quick spicy dinner. it is a very old recipe in Beirut, my hometown. Enjoy",Potato,"c(""Greens"", ""Vegetable"", ""Lebanese"", ""Southwest Asia (middle East)"", ""Asian"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"")","c(""6"", ""6"", ""1"", ""4"", ""2"", NA, ""4"")","c(""potatoes"", ""cilantro"", ""garlic cloves"", ""ground coriander"", ""salt"", ""lemon juice"")",290.9,13.8,1.8,0.0,15.5,38.9,4.9,2.0,4.6,6.0,,"c(""Cut the 6 peeled potatoes into small cubes and fry them."", ""Mix the cilantro and garlic in a frying pan with vegetable oil, then add coriander and salt."", ""When the cilantro becomes darker, add the fried potatoes and mix together."", ""Turn the heat off and add the lemon juice."")"
61,378878,Mom's Macaroni and Potato Salad,PT30M,PT15M,PT45M,My mom and grandma's macaroni and potato salads are family favorites and we have them a lot for summer get togethers. This is a combination of both recipes made into one and submitted for the Craze-E Contest.,Potato,"c(""Vegetable"", ""Potluck"", ""< 60 Mins"", ""Easy"")","c(""1"", ""4"", ""4"", ""15"", ""1/4"", ""3/4"", ""1"", ""2"", ""2"", ""1"", ""1"", NA)","c(""shell pasta"", ""new potatoes"", ""hard-boiled eggs"", ""peas"", ""plain yogurt"", ""mayonnaise"", ""sweet onion"", ""carrots"", ""celery"", ""Dijon mustard"", ""fresh dill"")",933.8,22.8,4.5,225.4,453.7,150.7,15.0,17.1,32.0,,,"c(""Wash and peel the new potatoes than cut into cubes. Add potatoes and eggs to a dutch oven or large pot and over medium high heat cook until potatoes are just fork tender, approximately 20 minutes. (Do not let the potatoes get over cooked because they will turn to mush when making the salad.) Cook pasta according to package directions."", ""Drain pasta well and place in a large mixing bowl. When potatoes and eggs are ready drain well and set eggs in a bowl of ice water to cool. Add potatoes to mixing bowl with pasta and add remaining ingredients. Peel and chop eggs, add to bowl. Gently fold everything together, taste, and season with salt and pepper."", 
""Place in refrigerator until chilled or overnight for best flavor. More mayonnaise and yogurt can be added if creamier texture is desired."")"
62,26042,Potato Salad,PT25M,PT15M,PT40M,Make and share this Potato Salad recipe from Food.com.,Potato,"c(""Vegetable"", ""Potluck"", ""< 60 Mins"", ""Stove Top"")","c(""3"", ""2"", ""1/4"", ""1/4"", ""2"", ""1/4"", ""1"", ""1"", ""1"", ""1"", NA)","c(""baking potatoes"", ""hard-boiled eggs"", ""onion"", ""bell pepper"", ""dill pickles"", ""pickle juice"", ""mustard"")",128.6,4.9,1.4,71.2,503.9,17.7,1.5,4.3,4.2,,,"c(""Place potatoes into a large bowl."", ""Add eggs, onions, pepper, pickles and olives."", ""Mix salad dressing, mustard and juices together and stir into potato-veggie mixture."", ""Add salt and pepper to taste and dig in!"", ""May also be served cold."")"
63,513746,Llapingachos Ecuatorianos (Ecuadorean Potato-And-Cheese Patties),PT10M,PT20M,PT30M,Make and share this Llapingachos Ecuatorianos (Ecuadorean Potato-And-Cheese Patties) recipe from Food.com.,Potato,"c(""Vegetable"", ""Ecuadorean"", ""South American"", ""< 30 Mins"")","c(""1 1/2"", ""2"", ""6"", ""2"", ""1/4"", ""1/4"", ""1"", ""3/4"", ""1/2"")","c(""kosher salt"", ""baking potatoes"", ""queso fresco"", ""monterey jack cheese"", ""green onions"", ""kosher salt"", ""fresh ground black pepper"", ""olive oil"", ""diced tomato"", ""red onion"")",69.6,2.4,0.3,0.0,682.1,11.4,1.4,1.6,1.2,6.0,,"c(""Place 1 1/2 teaspoons salt and potatoes in a saucepan, and cover with water."", ""Bring to a boil; reduce heat, and simmer 15 minutes or until tender."", ""Drain, and mash with a potato masher until smooth."", ""Cool."", ""Add cheese, green onions, 1/4 teaspoon salt, and pepper to potato mixture, stirring well."", ""Divide potato mixture into 6 balls (about 1/2 cup per ball)."", ""Flatten balls into 1/2-inch-thick patties (about 3-inch diameter)."", ""Place on a baking sheet; cover and refrigerate 20 minutes or until firm."", 
""Heat oil in a large nonstick skillet over medium heat."", ""Place potato-and-cheese patties in pan; cook 5 minutes or until bottoms are browned."", ""Turn patties; cook 3 minutes."", ""Top patties with tomato and red onion."")"
64,482197,Boxty,PT40M,PT30M,PT1H10M,"This recipe is a bit different from most of the Boxty recipes posted here....it doesn't contain mashed potatoes, just the fresh grated ones.  Boxty are traditionally served for Halloween in Northern Ireland.  Make sure you use a well seasoned skillet (cast iron is best) so the potato cakes don't stick. Prep time assumes you are grating your potatoes by hand....use a food processor or buy prepackaged shredded potatoes to save time.  Cooking time is based on 4 pancakes in the skillet at a time.  If you are just cooking 4 pancakes, estimate 10 minutes of cooking time....5 minutes per side. :)",Potato,"c(""Vegetable"", ""European"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""St. Patrick's Day"", ""< 4 Hours"", ""Inexpensive"", ""From Scratch"")","c(""4"", ""1/2"", ""1/2"", ""1/4"", ""1/2"", ""2"", NA)","c(""potatoes"", ""all-purpose flour"", ""salt"", ""baking powder"", ""buttermilk"", ""butter"", ""butter"")",71.0,1.6,1.0,4.1,102.3,12.7,1.3,0.8,1.8,,16 pancakes,"c(""Finely shred the potatoes into a bowl of cold water; set aside."", ""In a mixing bowl, stir together the flour, salt, and baking powder."", ""Drain the potatoes well; pat dry with a paper towel.  Add potatoes and buttermilk to the flour mixture; mix well."", ""In a 12 inch skillet, heat 2 tbsp butter until water sprinkled on the skillet sizzles.  Spread about 3 tbsp of the batter into a small pancake in the skillet, making several at a time. Cook over medium heat about 5 minutes on each side or until golden brown and crisp on the edges."", 
""Remove pancakes from the skillet; cover and keep warm.  Repeat with remaining batter, adding more butter to the skillet if necessary."", ""To serve, pour melted butter over the pancakes; sprinkle with brown sugar."")"
65,275293,Cornbread Salad,PT20M,PT30M,PT50M,This is an all time favorite. My family thinks this has to be at all gatherings. They think this should always be on the table. I have a large family so I always double it and make 2 layers.,Quick Breads,"c(""Breads"", ""< 60 Mins"")","c(""1"", ""1 -8"", ""1"", ""1 1/2"", ""1"", ""3/4"", ""1/4"", ""1"", ""1"", ""1"", ""6"", ""10"", ""2"")","c(""sour cream"", ""mayonnaise"", ""cornmeal"", ""egg"", ""buttermilk"", ""canola oil"", ""pinto beans"", ""whole kernel corn"", ""tomatoes"", ""green onions"", ""bacon"", ""cheddar cheese"")",533.1,33.8,10.6,68.5,695.4,43.6,6.8,4.7,17.0,10.0,,"c(""Preheat the oven 350°F."", ""Grease a 9-inch pan or iron skillet."", ""Mix together the meal, egg, milk, and oil. Pour in the greased pan. Bake until golden brown."", ""Let the cornbread cool."", ""This can be done a day ahead of time."", ""Mix together sour cream, mayo, and ranch mix; set aside."", ""Layer crumbled corn bread, pintos, corn, tomatoes, onions, cheese, and spread the Ranch over the top."", ""Sprinkle the bacon over the top."", ""Put in the frig and let chill."")"
66,532820,Caraway Sweet Bread,PT1M,PT15M,PT16M,Make and share this Caraway Sweet Bread recipe from Food.com.,Quick Breads,"c(""Breads"", ""Healthy"", ""< 30 Mins"", ""Beginner Cook"", ""Easy"", ""From Scratch"")","c(""1 2/3"", ""2"", ""1/4"", ""1/4"", ""3/4"", ""1"", ""3/4"", ""1"", ""3/4"")","c(""baking powder"", ""salt"", ""butter"", ""sugar"", ""egg"", ""caraway seed"", ""vanilla"")",196.5,6.0,3.5,32.6,186.9,32.4,0.8,16.0,3.5,10.0,1 loaf,"c(""Pre-heat oven to 350 degrees, line & grease a 9x5x3 loaf pan."", ""Sift all flour, baking powder, salt, set aside. Cream butter and sugar until light a fluffy, Add vanilla, seeds & egg to wet and beat well."", ""Alternately add dry & milk to wet beating after each addition, ending in dry. Pour into pan and bake for 1 hour or until done."", ""Cool ten minutes in pan before turning out. Cool over night before cutting and serving."")"
67,83151,Pumpkin Walnut Muffins,PT25M,PT30M,PT55M,Make and share this Pumpkin Walnut Muffins recipe from Food.com.,Quick Breads,"c(""Breads"", ""Brunch"", ""< 60 Mins"", ""For Large Groups"", ""Oven"")","c(""1"", ""1/2"", ""1/2"", ""1/2"", ""1/4"", ""1/8"", ""1/4"", ""1/2"", ""2"", ""1 1/2"", ""3/4"", ""1"", ""1"", ""1/4"", ""1 1/2"", ""1"", ""1"", ""4"", ""1/2"", ""1/2"")","c(""flour"", ""granulated sugar"", ""light brown sugar"", ""dark brown sugar"", ""ground cinnamon"", ""ground allspice"", ""salt"", ""unsalted butter"", ""walnuts"", ""granulated sugar"", ""flour"", ""ground walnuts"", ""ground cinnamon"", ""ground ginger"", ""ground allspice"", ""baking soda"", ""salt"", ""pumpkin"", ""eggs"", ""unsalted butter"", ""walnut oil"")",287.2,14.5,4.7,50.5,202.6,37.6,1.0,25.7,3.4,24.0,24 muffins,"c(""To make the crumb topping: In a medium bowl, whisk together flour, granulated sugar, brown sugar, cinnamon, allspice, and salt."", ""Add butter and with your fingertips lightly rub butter and flour mixture together until mixture resembles very coarse meal."", ""Set aside."", ""To make the muffins: Preheat oven to 350°."", ""Spread sliced walnuts on a baking sheet or in a shallow pan."", ""Bake, stirring once or twice, until lightly browned and fragrant, 5 to 10 minutes."", ""Let cool."", ""Leave oven set at 350°."", 
""Line 24 (2 1/4-inch) muffin cups with paper baking cups, or coat with vegetable oil spray."", ""In a medium bowl, combine sugar, flour, ground walnuts, cinnamon, ginger, allspice, baking soda, and salt."", ""Whisk gently to blend."", ""In a large bowl, whisk together pumpkin, eggs, butter, and oil until well blended."", ""Stir in the toasted sliced walnuts."", ""Stir in flour mixture just until dry ingredients are moistened (do not overmix)."", ""Spoon batter into muffin cups, filling each about three-fourths full."", 
""Sprinkle evenly with crumb topping."", ""Bake until a toothpick inserted into the center of a muffin comes out clean, 15 to 20 minutes."", ""Cool 5 minutes in the pans, then transfer to a wire rack."", ""Serve slightly warm or at room temperature."", ""Yields 24 muffins from the Diamond website http://www."", ""diamondnuts."", ""com/recipe_details."", ""asp?"", ""id=54&cat=10."")"
68,440331,"Carrot, Raisin Fiber Muffins (Amish Friendship Starter)",PT20M,PT10M,PT30M,"Yet another recipe I dreamed up to use my never ending supply of Amish Friendship Starter.  I am also always trying to find healthy recipes to send along to school with my preschooler and this one fits the bill!  These freeze well, so feel free to eat some today and freeze the rest for later!",Quick Breads,"c(""Breads"", ""Vegetable"", ""Kid Friendly"", ""Camping"", ""< 30 Mins"", ""For Large Groups"")","c(""3/4"", ""1"", ""1/2"", ""1/2"", ""1"", ""1/2"", ""1/2"", ""1"", ""2"", ""1"", ""1 1/2"", ""1"", ""1/2"", ""1/2"", ""1/2"")","c(""egg"", ""buttermilk"", ""sweet potato"", ""vanilla"", ""oats"", ""salt"", ""artificial sweetener"", ""brown sugar"", ""flour"", ""baking soda"", ""carrot"", ""raisins"", ""walnuts"")",132.3,3.7,0.5,15.5,277.0,21.4,1.7,5.0,4.0,14.0,14 muffins,"c(""Beat together wet ingredients (starter through vanilla) until just mixed."", ""Add remaining dry ingredients (cereal through baking soda) and stir until just mixed (batter should be a little lumpy)."", ""Stir in carrots, raisins and nuts but do NOT over-mix."", ""Fill greased muffin tins 2/3 full and bake 20 minutes at 375 degrees."", ""If not done, cook 5 minutes more and check again."")"
69,147171,Blueberry-Orange Muffins,PT18M,PT30M,PT48M,Make and share this Blueberry-Orange Muffins recipe from Food.com.,Quick Breads,"c(""Breads"", ""Breakfast"", ""Oranges"", ""Berries"", ""Citrus"", ""Fruit"", ""< 60 Mins"", ""Oven"")","c(""1 3/4"", ""1/2"", ""1"", ""1"", ""1"", ""1"", ""1/2"", ""1"", ""1/2"", ""2"", ""1/4"", ""1/4"")","c(""all-purpose flour"", ""sugar"", ""orange zest"", ""baking powder"", ""fresh blueberries"", ""frozen blueberries"", ""milk"", ""butter"", ""egg"", ""salt"", ""butter"", ""sugar"")",228.6,11.0,6.7,45.9,272.1,30.0,0.8,14.2,3.3,,12 muffins (approximately),"c(""Preheat oven to 350° and grease muffin tin."", ""Sift together the flour, sugar, orange zest, and baking powder into a bowl."", ""Add in blueberries; toss to combine."", ""In another bowl, whisk the milk, butter, egg, and salt together; add to flour mixture."", ""Stir quickly just until all ingredients are moistened."", ""Spoon batter into prepared muffin tin, dividing evenly."", ""Bake 15-18 minutes or until golden brown."", ""To make the topping: mix the butter and orange juice together in a bowl."", ""Pour sugar into another bowl."", 
""When muffins are read, remove from tins; dip tops into butter mixture and then into the sugar."")"
70,329878,Peppermint Brownie Cake,PT40M,PT20M,PT1H,Make and share this Peppermint Brownie Cake recipe from Food.com.,< 60 Mins,,"c(""1/2"", ""4"", ""1 1/4"", ""3/4"", ""1/2"", ""3"", ""1 1/3"", ""1"", ""16"", ""6"", ""1/2"", ""2"", ""2"", ""1/2"", ""11"")","c(""unsalted butter"", ""flour"", ""baking powder"", ""salt"", ""eggs"", ""sugar"", ""vanilla extract"", ""unsalted butter"", ""light corn syrup"", ""vanilla"")",419.1,27.0,16.4,91.9,152.2,47.0,4.3,26.5,6.3,12.0,1 cake,"c(""Heat oven to 325 degrees.  Spray bottom and sides of a 9 inch round pan with non stick spray.  Line bottom of pan with parchment paper and then spray the parchment paper.  Lightly flour sides of pan and the parchment paper."", ""For cake: put butter and unsweetened chocolate in double broiler or heat proof bowl and place over barely simmering water.  Stirring frequently heat until smooth and melted.  Remove from heat and cool slightly."", ""In a medium bowl, stir together flour, baking powder and salt.  In another bowl, beat eggs, sugar and vanilla at medium speed until light and fluffy and well blended.  On low speed, beat in melted mixture until combined.  Beat in flour mixture just until incorporated.  Gently stir in peppermint patties.  Spoon batter into pan and smooth top with spatula.  Bake 35-40 minutes until center springs back when lightly touched.  Cool on wire rack for 15 minutes.  Run knife around the edge and then invert onto wire rack.  Remove the parchment paper.  Cool completely.  Turn cake right side up on serving platter."", 
""Meanwhile, make glaze.  Place chocolate in a large bowl.  In a saucepan heat cream, butter and corn syrup, stirring occasionally,  over medium heat until butter is melted and mixture is hot.  Pour over the chocolate and let stand for 1 minute.  Stir until chocolate is melted and glaze is smooth, then stir in vanilla."", ""Pour glaze over cake.  Quickly, using the back of a spoon, spread over top and sides.  Let stand 30 minutes.  Sprinkle crushed candy over the top of the cake or make an edge around the cake with the candies."", 
""If making the cake ahead of time, do not sprinkle the candies on until just before serving."", ""Store the cake ar room temperature.  Can be made up to 1 day ahead of time."")"
71,416124,Not Your Usual Bread Pudding,PT40M,PT15M,PT55M,"This pudding is a wee bit different from your normal bread pudding, you don't make with a custard to pour over before baking, I think you will like it. You can use any bread you like the one in my photo is wholemeal bread, and I used cherries from a jar, but you can use most fruit dried or cooked a bit to soften it. The mix spice I used was cinnamon and ginger, and I used brown sugar, I have also used white. A nice finishing touch is to grate some nutmeg on top.",< 60 Mins,,"c(""225"", ""1/2"", ""50"", ""75"", ""2"", ""1"", ""175"", NA)","c(""milk"", ""butter"", ""sugar"", ""mixed spice"", ""egg"", ""orange"")",388.7,15.7,8.6,88.1,553.4,54.0,1.5,21.6,8.6,,,"c(""Heat the oven to 350f or 180c."", ""Butter a dish that will hold 2 to 21/2 pints."", ""In a bowl break up the bread into small pieces about 1 inch."", ""Pour over milk and give it a good stir and let sit for about 30 minutes."", ""Then add the melted butter, sugar,mixed spice and beaten egg. Beat the mix well and add the fruit and zest."", ""Put the mix in the dish."", ""Grate some nutmeg on top and bake for 40 to 50 minutes."")"
